en,ja
signature,署名
Head of State,元首
far-reaching,深遠
Title,書名
precious,貴重
Break-in,闖入
historical data,史料
implicit,含蓄
cold water,冷水
abyss,深淵
instructor,教官
marshal,元帥
Tang poetry,唐詩
repay,償還
fate,宿命
fault,過失
bamboo forest,竹林
Living Room,居室
water source,水源
petition,請願
Mountains,山脈
Founding,創刊
Success or failure,成敗
morbid,病態
farewell,送別
blindness,失明
trend,風潮
midsummer,盛夏
Paid,有償
Compilation,編成
firecrackers,爆竹
Disharmony,失調
Repair,修繕
discuss,商談
Recent Developments,近況
Astonishing,仰天
Release water,放水
Survivor,生還
prototype,雛形
Daily use,日用
Famous Mountains,名山
when,時候
world,世界
company,公司
Require,要求
Unknown,不知
real,真正
easy,容易
all,全部
Need not,不用
Keep,保持
Human,人類
structure,結構
Cheap,便宜
world,天下
take,採取
man,男子
secretary,書記
lady,夫人
move,移動
reason,道理
contradiction,矛盾
health,衛生
industry,工業
garden,花園
color,色彩
Chinese character,漢字
repeatedly,反復
ground,地面
Team members,隊員
forest,森林
villagers,村民
private,私人
Wuhan,武漢
prohibit,禁止
City,都市
ism,主義
sensitive,敏感
Reception,接待
Skill,技能
Thirteen,十三
family,家族
yesterday,昨日
Something,有事
Poetry,詩歌
poor,貧困
brave,勇敢
treatment,待遇
soldier,軍人
tall,高大
outstanding,出色
Advance,推進
premise,前提
violation,違反
master,老爺
finance,財務
climax,高潮
First-class,一流
Recognition,認定
beautiful,優美
powerful,有力
subtitle,字幕
grandson,孫子
once again,再度
color,彩色
manpower,人力
woman,婦人
expenditure,支出
General,通用
enthusiastic,熱心
prose,散文
Add to,添加
Hibiscus,芙蓉
accelerate,加速
civilian,平民
handshake,握手
Playing ball,打球
ignorance,無知
inconvenient,不便
escape,逃避
dumpling,餃子
running water,流水
Favorable,好感
cycle,循環
thinking,思索
consistent,一貫
Making friends,交友
cause and effect,因果
Products,製品
dispersion,分散
Governing,執政
Cognition,認知
southeast,東南
exchange,兌換
kill,殺害
electrical appliances,電器
remuneration,報酬
convenience,便利
communication,交際
river water,河水
east,東部
Stability,安定
personal,人身
trial,裁判
Queen,皇后
getting Started,入門
Change name,改名
superstitious,迷信
immediate,即時
organ,器官
gamble,賭博
scholar,秀才
nameless,無名
material,素材
Capture,捕捉
March,進軍
water flow,水流
Blood vessel,血管
descendants,子孫
North Sea,北海
weak,軟弱
Lady,淑女
Equal,同等
lasting,持久
index finger,食指
injection,注射
Modification,修飾
grave,墳墓
site,地盤
simple,簡易
useless,無用
retreat,撤退
Obtain,入手
Mountain village,山村
Literacy,素養
Unearthed,出土
Completion,完工
facial features,五官
platinum,白金
practice,作法
Vision,視界
deliver,交付
Surname,姓氏
small,細小
Demon King,魔王
arouse,喚起
Huge profits,暴利
rain,雨天
predecessor,前任
Interview,面談
Outdoors,屋外
wool,羊毛
morality,道義
militia,民兵
concurrently,兼任
stubborn,頑固
coral,珊瑚
goat,山羊
Speed,時速
On the other hand,反面
nap,午睡
ejection,射出
fossil,化石
Long-term,長年
Ancient Poetry,古詩
Special,特約
one by one,逐一
Discussion,座談
riot,暴動
adverb,副詞
ex-wife,前妻
grief and anger,悲憤
monarch,君主
Import,導入
Breach of Contract,違約
staple food,主食
Scheduling,調度
night market,夜市
grotto,石窟
weed,野草
warship,軍艦
library,文庫
Heavenly Principle,天理
Tone,音色
delivery,輸送
Threaten,揚言
lustful,好色
attention,注目
color,血色
aging,老化
care,看護
Combined,合算
Afterlife,後事
Lakeside,湖畔
Spring Rain,春雨
gloomy,陰鬱
Immortal,仙人
sinner,罪人
motor,電機
flaw,破綻
mountains and rivers,山川
Suffering,受難
Nanyang,南洋
Return,返還
Food and clothing,衣食
Sense of Language,語感
Simple,簡便
Momordica charantia,苦瓜
damaged,破損
saturation,飽和
marketplace,市井
canvas,帆布
ash,灰燼
house arrest,軟禁
pain,苦痛
Nearby,近郊
Brave,勇猛
underwater,水底
Your Highness,殿下
Tea Ceremony,茶道
Waterways,水路
Boredom,煩悶
Own,自己
Serve,服務
parents,父母
standard,標準
have,具有
architecture,建築
below,以下
classroom,教室
women,婦女
reduce,減少
Accident,意外
other than,以外
up and down,上下
Mention,提起
Vague,模糊
Level 1,一級
daily,日常
Qingdao,青島
sorrow,悲哀
career,生涯
will,意志
rule,規矩
opportunity,時機
proposal,提議
Melancholy,憂鬱
name,命名
staff,職員
raw material,原料
summer,夏季
Mountaintop,山頂
judgment,判決
tasty,美味
stop,制止
Credit,信用
implement,貫徹
grandfather,祖父
Central Plains,中原
abstract,抽象
shock,震動
careful,慎重
jump,跳躍
ethics,倫理
captain,船長
Superman,超人
autonomy,自治
bureaucracy,官僚
A generation,一世
Going south,南下
terminal,終端
new moon,新月
hold fast,堅守
worldly affairs,世事
leader,首領
lute,琵琶
Appreciation,鑑賞
Nanshan,南山
lipstick,口紅
origin,起因
rainy season,雨季
Reward,懸賞
brute,畜生
Notes,記事
White Water,白水
full length,全長
leisure,閑暇
Tasteless,無味
civil and military,文武
South China,華南
usually,大抵
texture,質感
Trends,推移
Inaction,無為
reduce,削減
Reproduction,生殖
Self-defense,自衛
arbitration,仲裁
Royal Family,皇室
The Great,大帝
Bloodline,血脈
Longevity,長生
child prodigy,神童
Trust,信託
downturn,低迷
water plants,水草
marijuana,大麻
Retro,復古
vibration,振動
anemia,貧血
Unexpectedly,不意
Fisheries,漁業
artery,動脈
elongation,伸長
Leap Forward,躍進
Exit,退場
Koharu,小春
Beijing,北京
Telephone,電話
culture,文化
special,特別
Research,研究
Someone,有人
manage,管理
Enter,進入
answer,回答
solve,解決
family,家庭
Finish,結束
Life,人生
use,利用
event,事件
recommend,推薦
effect,作用
persist in,堅持
Purpose,目的
electronic,電子
form,形式
space,空間
English,英文
theme,主題
revolution,革命
director,主任
action,動作
indeed,的確
unified,統一
President,主席
fast,迅速
PhD,博士
full text,全文
persecution,迫害
Peace,和平
behind,背後
weekend,週末
manufacture,製造
born,出生
red,紅色
fear,恐怖
Operation,作業
automatic,自動
topic,題目
garden,公園
stop,停止
area,面積
Half a year,半年
substance,物質
romantic,浪漫
get off,下車
specification,規範
world,天地
landscape,風景
suicide,自殺
Replenish,補充
distribute,分配
Investigation,考察
thing,事物
Glasses,眼鏡
male,男性
First-hand,一手
singer,歌手
books,書籍
whole body,渾身
army,軍隊
diplomatic,外交
kind,親切
Passion,熱愛
in front of the door,門前
set up,設立
protest,抗議
Attend,出席
famous,知名
Serial,連載
impulse,衝動
Sexy,性感
quality,品質
copy,複製
vote,投票
truth,真理
trace,痕跡
justice,正義
Liquor,白酒
make sure,確保
the latter,後者
telecommunications,電信
moonlight,月光
Friendship,友情
recently,近日
Explanation,交代
Idol,偶像
Starring,主演
Path,小路
style,風情
short term,短期
earthquake,地震
beef,牛肉
scenery,景色
original,原文
close,親密
Delegation,委託
forest,樹林
resistance,反抗
performance,性能
physiological,生理
not clear,不明
Performance,演奏
Model,模型
exclude,排除
Infringement,侵犯
Establish,樹立
shock,震撼
From,出自
distinct,鮮明
Responsibilities,職責
wry smile,苦笑
uniform,制服
seafood,海鮮
North and South,南北
sunrise,日出
laugh at,嘲笑
Gentleman,君子
motivation,動機
Landlord,地主
noble,高尚
Small,小型
adaptation,改編
outsider,外人
peace,平和
Spring and Autumn Period,春秋
form,形態
category,類別
overseas Chinese,華僑
constraint,約束
dynasty,王朝
bookshelf,書架
close,緊密
New,新型
set up,設定
blockade,封鎖
fatal,致命
Extra Large,特大
Zoom out,縮小
wonderful,奇妙
Taiping,太平
peninsula,半島
position,陣地
Minister,大臣
Triangle,三角
rice,米飯
slogan,標語
income,所得
refute,反駁
debt,債務
police officer,警官
Eyebrow,眉毛
yin and yang,陰陽
talent,天賦
flat,平面
Hopeful,有望
Charges,罪名
Careless,無心
friend,友人
Army,大軍
Jinshan,金山
Central,中部
dry,乾燥
wild,野生
nature,天性
schedule,進度
haggard,憔悴
source,根源
farmhouse,農家
Exclusion,排斥
parting,離別
thoughtful,周到
adult,成年
scholar,書生
Famous artists,名家
Reappearance,再現
saint,聖人
panic,恐慌
storage,保管
Newly married,新婚
Retrieval,挽回
Son of Heaven,天子
rescue,救援
Convention,公約
plum bossom,梅花
shape,外形
rear,後方
believer,信徒
Avant-garde,前衛
Secretary,幹事
Sensibility,感性
Ambition,野心
Previous life,前世
time,光陰
Off-campus,校外
suburbs,郊外
electric,電動
Repair,修好
immunity,免疫
wise,明智
Wandering,遊蕩
schedule,日程
voter,選民
Speed,車速
forgery,偽造
building materials,建材
astronomical,天文
oral cavity,口腔
sunny,晴天
lunch box,飯盒
Atrophy,萎縮
New version,新版
Encounter,邂逅
Islands,群島
snow,積雪
leap,飛躍
trauma,創傷
goldfish,金魚
Completion,竣工
run,奔走
Tai Chi,太極
livelihood,生計
cater,迎合
Predecessors,前人
limited,限定
Maneuver,機動
Paper,紙片
End,端的
sunlight,日光
fleet,艦隊
staggered,交錯
One-sided,片面
magic,魔術
fuel,燃油
sketch,素描
I agree,同感
Night view,夜景
believers,教徒
differentiation,分化
Multi-purpose,多用
short stature,矮小
case filing,立案
comfortable,安逸
Familiar,熟知
sea ​​of ​​people,人海
gap,間隙
sailboat,帆船
Construction,構築
interrogation,審問
oath,宣誓
cheers,乾杯
Astonished,愕然
crude,原油
All-round,全能
gap,空隙
Blue Sky,青天
pancakes,煎餅
doctrine,教義
Thunder,雷鳴
Comments,評議
Qingyun,青雲
meat,肉類
fish,魚肉
Intrusion,侵入
deviation,偏差
Visit,探訪
urgent,緊迫
Circumstances,境遇
Heart and Eyes,心眼
dolphin,海豚
deliberation,推敲
leave,別離
march,行軍
Civil Law,民法
Flat,扁平
scarf,頭巾
throat,咽喉
edema,浮腫
academy,書院
Direct vision,直視
literal,字面
Talent,天分
Accomplishments,造詣
officials,官吏
blood transfusion,輸血
coexist,共存
Authenticity,真偽
coating,塗料
precocious,早熟
wild,野性
fundus,眼底
Diligence,精進
Wavelet,小波
vegetable garden,菜園
Killing,殺生
Closing,閉幕
obscene,猥褻
inference,推論
Appointment,就任
Four Corners,四角
Ancestors,先人
eyesight,眼力
droop,下垂
anthology,文選
service,送達
Occlusion,閉塞
Casualties,死傷
left wing,左翼
injection,噴射
name,指名
fish,魚類
First Draft,初稿
Go out,出馬
parasitic,寄生
dense forest,密林
enlightenment,教化
Heavenly Way,天道
lead to,招致
Difficulties,苦衷
advance and retreat,進退
front,正面
team leader,隊長
Wound,傷口
clinical,臨床
illumination,照明
Everyone,大家
after,以後
must,必須
Sudden,突然
express,表示
supply,提供
support,支持
government,政府
On the body,身上
system,系統
affim,肯定
talent,才能
about,左右
Safety,安全
professor,教授
century,世紀
Habit,習慣
analyze,分析
beauty,美麗
significance,意義
reform,改革
Target,目標
No,不可
Report,報道
Protect,保護
Feeling,感受
bank,銀行
Location,位置
limited,有限
Material,材料
strangeness,奇怪
on site,現場
theory,理論
final,最終
lifetime,一生
show,演出
animal,動物
open,開放
create,創造
Adjustment,調整
reflect,反映
Answer,答案
disciple,弟子
Always,始終
need,必要
exit,出口
arrive,到達
field,領域
Pay attention to,重視
Sky,天空
Owner,主人
patient,病人
thorough,徹底
For a while,一時
abroad,海外
secret,秘密
Teaching Materials,教材
conform to,符合
statistics,統計
men and women,男女
expectations,期待
Consistency,一致
food,食物
Same,同一
confidence,信心
passion,激情
Promote,促進
arms,武器
Supervision,監督
integral,積分
Unparalleled,無比
China,中華
core,核心
case,案件
improve,改善
London,倫敦
hint,提示
command,指揮
scene,場面
balance,平衡
determination,決心
Business,商務
minister,部長
idea,理念
difference,差異
urgent,緊急
prison,監獄
universe,宇宙
One line,一行
obligation,義務
lesson,教訓
difference,差別
Record,記載
variety,品種
Stay,停留
communication,通信
index,指標
Prevent,阻止
attack,進攻
exaggerate,誇張
when,何時
fairy tale,童話
verb,動詞
flow,流動
progress,進展
Topic,課題
Years,年間
gourmet food,美食
ocean,海洋
Recognition,認可
squad leader,班長
grassland,草原
devil,鬼子
cold,寒冷
Loss,喪失
grassland,草地
shadow,陰影
inform,告知
art,美術
Top of head,頭頂
wind and rain,風雨
identification,特定
theme,題材
rape,強姦
gender,性別
put up,建造
sigh,嘆息
natural,天然
unfavorable,不利
Identification,鑑定
lifelong,終身
over,過度
companion,同伴
priority,優先
study,書房
save,節約
indirect,間接
Member of Parliament,議員
One Heart,一心
Performance,業績
Any,任意
log,日誌
careful,細心
Outstanding,傑出
Prosecution,起訴
blood,鮮血
workshop,車間
extend,延長
Sunday,週日
Avoid,回避
hansome,英俊
dream,夢見
Fall,瀑布
monster,怪物
resolution,決議
permanent,永久
Offstage,台下
commune,公社
Dislike,反感
surrender,投降
frustration,挫折
bothersome,迷惑
support,支援
flood,洪水
boss,上司
plains,平原
As one wishes,如意
telegraph,電報
Style,風采
starve,餓死
lifelong,終生
brilliance,光彩
Innocence,純真
Takayama,高山
disinfect,消毒
Specification,規格
horse riding,騎馬
fishing,釣魚
Discussion,論述
Chinese cabbage,白菜
local,局部
long,悠久
objection,異議
introspection,反省
Care,愛護
Equipment,配備
cold,冷淡
call,通話
Chest,胸部
heartache,心痛
Sketches,小品
Help,救命
Inclusion,納入
Select,選出
excellent,優良
concise,簡潔
weird,怪異
Fertility,生育
Tips,秘訣
reasoning,推理
Convention,慣例
dense,密集
Jurisdiction,管轄
chain,連鎖
subtle,微妙
humane,人道
Amendment,改正
in recent years,近年
face,面目
# 3000,# 3000
integrated,集成
Declaration,宣告
confidant,知己
California,加州
exercise,行使
chorus,合唱
On the water,水上
Tracks,曲目
The whole book,全書
jungle,叢林
captive,俘虜
Brother and sister,兄妹
cunning,狡猾
Hate,痛恨
resonance,共鳴
condolences,慰問
vision,視力
VIP,要人
Sun and Moon,日月
gold and silver,金銀
Cold,冷酷
fuel,燃料
artificial,人造
Seriously injured,重傷
outflow,湧出
Great Man,偉人
vase,花瓶
Anatomy,解剖
flash,閃光
bury,埋葬
feed,飼料
Quanzhou,泉州
Self-blame,自責
Inflow,流入
Main entrance,正門
Emperor,天皇
Village,村落
sea ​​breeze,海風
Enforcement,施行
offensive,攻勢
illegal,不法
public,公用
End of the year,年末
guests,賓客
bill,法案
banknotes,紙幣
Traits,特質
dagger,匕首
unreasonable,無理
mid-month,中旬
Writing style,文筆
inertia,慣性
Ejection,噴出
Gains and Losses,得失
Cast,出演
Deep,深層
disaster,災害
Pros and cons,利害
electrician,電工
scale,尺度
Fire prevention,防火
warlord,軍閥
loan,借款
company,連隊
fingerprint,指紋
Same name,同名
prototype,原型
cult,邪教
Victory or defeat,勝負
Sound quality,音質
judgement,判定
sea ​​areas,海域
shorthand,速記
term of office,任期
noon,正午
control,節制
Qualifications,資質
cherish,愛惜
phantom,幻影
Shared,共用
whirlwind,旋風
silver,白銀
Non-human,非人
brush,毛筆
radiation,放射
wooden,木製
shelter,庇護
reconcile,調和
wise,英明
wired,有線
White Jade,白玉
Must win,必勝
book review,書評
Dharma Protector,護法
wack,怪人
Equipment,器具
load,負荷
brand,烙印
tangible,有形
Falling into the water,落水
ceiling,天井
terminal stage,末期
Middle level,中層
Cleaning,清掃
forestry,林業
Current,電流
wilderness,荒野
alliance,同盟
pilot,試行
ecstasy,狂喜
Killing,殺戮
factor,因子
restraint,拘束
Pros and Cons,優劣
Bones and muscles,筋骨
suspicion,猜疑
Self-recognition,自認
Death,病死
Adventure,奇遇
premature death,夭折
Veins,脈絡
freeze to death,凍死
Line breaks,改行
doll,人形
Yearbook,年鑑
Triumph,凱旋
gossip,流言
Go to war,出征
queue,隊列
permanent,常駐
Spin,回旋
assimilation,同化
ancient books,古書
Handan,邯鄲
addition,追加
solution,溶液
Shangguan,上官
Qilin,麒麟
extroversion,外向
End of month,月末
powder,粉末
sincere,懇切
spoil,溺愛
illness,病魔
Annihilation,殲滅
early winter,初冬
Team,分隊
Romance,演義
electromagnetic,電磁
Way,方式
learn,了解
at present,目前
clear,明白
environment,環境
work,作品
Finish,完成
Construction,建設
center,中心
Heart,心中
Comrade,同志
nourish,培養
notify,通知
Sure,確定
master,掌握
treat,治療
in principle,原則
long,長期
creation,創作
Mature,成熟
Survive,生存
victory,勝利
constitute,構成
Entrepreneurship,創業
bookstore,書店
powerful,強大
bid farewell,告別
Dean,院長
kill,殺人
fantasy,幻想
recruitment,招聘
biology,生物
order,秩序
mayor,市長
merchant,商人
existing,現有
situation,局面
surface,表面
nature,本質
recall,回想
summary,摘要
wipe out,消滅
extreme,極端
postal,郵政
villain,小人
adjust,調節
conquer,征服
perfume,香水
Merchants,商家
characteristic,特性
loyalty,忠誠
Shop owner,店主
trademark,商標
Abuse,虐待
side,側面
tenacious,頑強
accurate,精確
control,管制
White people,白人
manpower,人手
President,社長
Confirmation,確信
Features,特長
heartfelt,衷心
marvel,驚嘆
lecturer,講師
East China Sea,東海
Center of Gravity,重心
embarrassed,狼狽
bonds,債券
Pure,清純
pure,純正
Run,狂奔
Business Opportunities,商機
Accompany,相伴
urination,小便
prevalence,盛行
tone,色調
north,北面
sunset,落日
Opening,開場
Delivery,配送
Fairy,妖精
Division Commander,師長
Balance,天平
orthodox,正統
bishop,主教
stiff,生硬
water proof,防水
Supremacy,至上
Reproduction,繁殖
constitutionalism,憲政
original work,原作
seal,印章
vacuum,真空
weak,弱小
Royal Family,王室
slow down,減速
Standing,佇立
Hit,命中
Famous City,名城
send troops,出兵
bow,船頭
Same day,同日
end,完結
normal,常態
create,創設
pour,傾注
Consider,斟酌
Quick,速成
brake,制動
childlike innocence,童心
concentric,同心
bed,河床
so,所以
cannot,不能
possible,可能
Japan,日本
English,英語
before,以前
organize,組織
responsibility,責任
before,面前
in the end,到底
psychology,心理
regardless,無論
youth,青年
Sunlight,陽光
Task,任務
only,唯一
still,依然
excellent,優秀
business,業務
land,土地
feature,特色
funds,資金
topic,話題
review,復習
conversation,談話
scale,規模
south,南方
Order,命令
Name,姓名
customer,顧客
lonely,寂寞
live,居住
Version,版本
confidence,自信
year,年度
encounter,遭遇
This article,本文
temporary,臨時
trust,信任
curious,好奇
author,筆者
season,季節
position,定位
relative,親戚
cultural relics,文物
Infect,感染
Member,委員
realm,境界
lure,誘惑
hotline,熱線
Configuration,配置
afterwards,事後
ending,結局
pain,疼痛
beautiful woman,美人
definition,定義
new year,新年
one time,一度
order,順序
Affairs,事務
judicial,司法
Man-made,人為
culprit,犯人
exception,例外
outside world,外界
satellite,衛星
belief,信念
Not easy,不易
First-line,一線
extreme,極度
mix,混合
harm,危害
trees,樹木
Outline,大綱
foreign investment,外資
tribe,部落
personnel,人事
Blind,盲目
Grape,葡萄
liberal arts,文科
spy,特務
Headache,頭痛
interpretation,演繹
dawn,黎明
aviation,航空
North,北部
at the moment,眼下
Sex,性愛
closeness,親近
opera,歌劇
supplies,物資
Most,大半
Show,披露
Analysis,解析
repair,修理
strange,奇特
Right,右派
prophecy,預言
repair,修復
Domination,支配
unknown,未知
Grand total,累計
audience,接見
Early stage,前期
cooking,料理
autumn,秋季
grade,品位
Decline,低下
New Year,元旦
generate,生成
Self-esteem,自尊
seabed,海底
martial arts,武術
Urge,催促
private,私立
justice,公道
novel,新奇
temple,寺院
confidential,機密
Green vegetables,青菜
injection,注入
mahjong,麻雀
friction,摩擦
inability,無能
Kaneko,金子
Your Majesty,陛下
electric wire,電線
official business,公務
brown,褐色
Seize,奪取
get lost,迷路
Relaxation,緩和
beauty,美貌
spark,火花
collection,採集
solidification,凝固
Lin Li,林立
rapid,急速
Umbrella,雨傘
deck,甲板
Noise,喧嘩
Year 1,元年
support,供養
Sanctions,制裁
canal,運河
Qingming Festival,清明
innate,先天
Good feeling,好意
note,音符
Retirement,退役
tombstone,墓碑
Acting,演技
prestige,威風
Stationery,文具
Unlucky,不順
subject,主語
Cultivation,栽培
Milky Way,銀河
Untitled,無題
in every possible way,百般
suspicion,疑心
postpone,延期
restaurant,酒家
Vigilance,警戒
guard,衛兵
Stay behind,留守
Reduction,減免
thunderstorm,雷雨
collapse,瓦解
music scene,歌壇
foreign affairs,外事
hepatitis,肝炎
Encyclopedia,百科
White cloth,白布
River bank,河岸
branches and leaves,枝葉
horsepower,馬力
whimper,嗚咽
Engineering,工科
Cultivation,耕耘
Mind,心性
new,新任
bass,低音
garlic,大蒜
Relics,遺物
Savage,野人
high tide,大潮
continuous,連綿
Incurable,不治
prestige,威信
benevolence and righteousness,仁義
Disciple,門人
flower bed,花壇
recapture,奪回
Thick,粗大
retreat,退路
coconut,椰子
lime,石灰
fraternity,博愛
useless,無益
Gift,恩賜
Confinement,禁錮
abrupt,唐突
public servant,公僕
exchange,互換
kimono,和服
Guard,護衛
pupil,瞳孔
blasting,爆破
isolated island,孤島
Flowers and trees,花木
Duty,本分
Remember,銘記
Rising Star,新星
Life,生活
Appear,出現
cause,造成
nervous,緊張
middle,中間
growing up,成長
disappointment,失望
administrative,行政
show,表明
shop,商店
get up,起床
in conclusion,結論
promise,承諾
the truth,真相
Applicable,適用
theater,劇場
Growth,生長
long,長久
common sense,常識
truth,真情
Smooth,流暢
hospital bed,病床
question,質問
Small amount,少量
correct,端正
Revitalization,振興
New Year,正月
Ships,船舶
mad Men,狂人
Masterpiece,名作
tyranny,暴政
cuff,袖口
Protestant,新教
emphasis,偏重
Direct,直通
burning,灼熱
Work,工作
at last,最後
Compare,比較
reporter,記者
pass,通過
author,作者
enterprise,企業
completely,完全
reason,原因
car,汽車
politics,政治
Basic,基本
love,愛情
get,獲得
forum,論壇
happiness,幸福
recently,最近
doorway,門口
join in,加入
mainland,大陸
marry,結婚
system,制度
action,行動
usually,普通
agree,同意
usually,平時
up to date,最新
mistake,錯誤
huge,巨大
In front of you,眼前
Chinese,漢語
comprehensive,全面
hero,英雄
paper,論文
White,白色
contract,合同
Wonderful,精彩
trade,交易
time,時刻
Expose,露出
advanced,先進
from now on,今後
marriage,婚姻
Large,大型
Skill,技巧
rule,規則
personality,個性
protocol,協議
machine,機器
Earth,地球
divorce,離婚
Classification,分類
patient,患者
first,最初
capital,資本
currency,貨幣
cash,現金
confirm,確認
run,運行
Lucky,幸運
unmanned,無人
situation,形勢
Aerial,空中
keep,保存
Good things,好事
warm,熱烈
accidental,偶然
train,列車
Some,若干
Processing,加工
Housing,住宅
Passengers,旅客
local,本地
Regulations,法規
human heart,人心
compensation,賠償
physics,物理
face,面子
tragedy,悲劇
noun,名詞
next door,隔壁
mainstream,主流
doubt,疑問
Death,死去
talk,談論
daily,日報
Heart,心底
Early,早期
talk,議論
Egypt,埃及
grey,灰色
Not connected,不通
punish,懲罰
initial,初期
hell,地獄
blood,血液
question,質疑
ponder,琢磨
Separation,分離
Newcomer,新人
seed,種子
White Cloud,白雲
arrest,逮捕
Phoenix,鳳凰
keyboard,鍵盤
Fusion,融合
hut,小屋
Fresh,清新
gorgeous,華麗
hazy,朦朧
element,元素
aggression,侵略
Consumption,消耗
congratulate,祝賀
Flavor,風味
In and out,出入
King,大王
the term,期限
Night,夜色
world,世間
death penalty,死刑
rainwater,雨水
usage,用法
farm,農場
Place names,地名
Fire,火災
storehouse,倉庫
sneer,冷笑
Birdie,小鳥
Proposition,命題
purpose,宗旨
clever,巧妙
accepted,公認
hobby,趣味
Glory,光輝
rescue,救助
power supply,電源
maintainance,保養
elderly,老年
alma mater,母校
public welfare,公益
custom,習俗
day and night,日夜
White,潔白
notice,通告
Real people,真人
Don't ask,不問
Change,更改
secular,世俗
fluctuation,波動
bondage,束縛
annual report,年報
convene,召集
revival,復興
King Kong,金剛
Required,必需
Just like,一如
Speechless,無言
rule of law,法治
Q&A,問答
resurrection,復活
commander,司令
speculation,推測
bus,客車
Hot Blood,熱血
confession,表白
extraordinary,非凡
current events,時事
joint venture,合資
Strange,奇異
transplant,移植
sports,競技
Elderly care,養老
Centaur,人馬
Acceptance,受理
boiling,沸騰
mercy,憐憫
Selected,入選
appeal,上訴
resentment,怨恨
force,逼迫
downstream,下流
surprise,驚異
kiss,接吻
termination,終止
Suspect,嫌疑
Invincible,無敵
Calories,熱量
Resolute,毅然
Red Leaves,紅葉
Elegant,典雅
migrate,遷移
Mo Da,莫大
sincerity,誠意
bacteria,細菌
spouse,配偶
Proposal,求婚
beautiful,秀麗
Drafting,起草
Composition,作曲
ventilation,通風
volcano,火山
Funny,風趣
interval,間隔
Geology,地質
islands,島嶼
omission,省略
stay,逗留
Classical Chinese,古文
accumulation,累積
literary world,文壇
Employment,就職
peony,牡丹
land,陸地
Dispatch,派遣
escape,逃亡
Protection,防護
cannon,大砲
Science and Engineering,理工
model,典範
Abandonment,遺棄
Antarctica,南極
army,陸軍
beautify,美化
nurturing,養育
tobacco,煙草
old,久遠
Original intention,本意
low,低廉
navigation,航海
garage,車庫
base,下地
Yamaguchi,山口
More than half,過半
seal,密封
Promise,許諾
Far and near,遠近
Utilitarian,功利
Hesitation,彷徨
school,流派
fan,扇子
Plants,草木
illiteracy,文盲
twilight,暮色
rest in peace,安息
Taoism,道教
remorse,悔恨
childbirth,分娩
Chinese,漢文
high notes,高音
Special Skills,特技
talented woman,才女
On the way,順路
Popular,風靡
glimpse,瞥見
poor,貧乏
excellent work,佳作
noble person,貴人
feast,酒席
Love,情愛
Late,下旬
traction,牽引
same day,即日
All night,徹夜
Edom,以東
gorgeous,絢爛
official documents,公文
Outdated,落伍
Venus,金星
function,機能
Take turns,輪番
High position,高位
eminent monk,高僧
South side,南側
metabolism,代謝
experienced,老練
banquet,宴席
precedent,先例
Resistance,耐性
Qianqiu,千秋
confession,自白
Excessive,過激
Confession,告白
Unfilial,不孝
fame,功名
cauldron,大鍋
sarcasm,皮肉
Ask Yourself,自問
How many,幾多
Reuse,重用
Gorgeous,華美
anus,肛門
Interaction,交互
Searching,物色
withdraw,撤回
particle,助詞
air defense,防空
worldly-wise,世故
clear,明晰
Upper left,左上
Wonderful Dharma,妙法
standard,本位
prison,牢獄
Oriental,東洋
assassin,刺客
write,執筆
Correction,矯正
question,問題
place,地方
important,重要
As,作為
Decide,決定
news,新聞
ability,能力
Thought,思想
project,項目
score,成績
emotion,感情
comminicate,交流
healthy,健康
form,形成
series,系列
husband,丈夫
course,課程
train,訓練
cause,事業
grateful,感謝
central,中央
Suitable,適合
excited,興奮
Pursue,追求
Production,製作
high school,高中
Consumption,消費
detailed,詳細
background,背景
character,性格
trading,貿易
emotion,情感
mutual,相互
Chinese,華人
average,平均
tidy,整理
Make,作出
Great Wall,長城
employment,就業
reserve,保留
aldult,成人
universal,普遍
type,類型
original,原本
charm,魅力
typical,典型
above,上述
hostel,旅館
exhibit,展示
molecular,分子
staff,職工
scene,情景
rise,上昇
unlimited,無限
Achievement,成就
fair,公平
Violence,暴力
go ahead,前進
Claim,主張
ask,請求
hat,帽子
era,紀元
Jianghu,江湖
designation,指定
peers,同行
Laozi,老子
warn,警告
excessive,過分
resemblance,相似
individual,個別
Common,常用
active,活躍
bright,光明
Position,職務
construction,施工
In a dream,夢中
Pursuit,追究
future,前途
Confuse,疑惑
Position,職位
dialect,方言
exquisite,精緻
goods,貨物
principle,原理
prospect,前景
Young Master,公子
Early this year,年初
distance,遠方
blank,空白
winter,冬季
northwest,西北
answer,解答
Release,解除
legal system,法制
Going down the mountain,下山
health care,保健
Space and Time,時空
Job hunting,求職
Integration,整合
Audio,音響
Time,時分
Featured,精選
regular,正規
compensate,補償
During the same period,同期
gold,金色
Artificial,人工
primary,初級
fulfill,履行
inhibition,抑制
middle East,中東
Anonymous,匿名
capacity,容量
Fault,故障
defendant,被告
wireless,無線
invisible,無形
same year,同年
Encyclopedia,大全
pavement,路面
romantic,風流
sky,上空
companion,伴侶
company,一連
High and Low,高低
Living together,同居
intervention,介入
Big Mouth,大口
tonight,今夜
Notice,通報
ocean,大洋
Take the lead,率先
January,一月
origin,起源
open air,露天
charitable,慈善
Intonation,語調
limit,限度
Candidate,人選
mark,標記
