en,ja
heap,堆
near,瀕
Gain,穫
iron,鐵
emerald,翠
stem,梗
dog,狗
joke,冗
still,猶
beard,髭
Qin,欽
polish,琢
Joe,喬
armor,鎧
dustpan,箕
melon,瓜
niece,姪
Disadvantages,弊
twist,捻
caress,撫
Go,碁
stable,厩
peep,窺
fork,叉
Kuang,匡
Wisdom,慧
temple,廟
Imitation,彷
smear,蔑
Meng,孟
skirts,裳
vehicle,輌
secretion,泌
turbidity,濁
play,嬉
Fu,芙
lips,唇
Rin,凛
suffocation,窒
sun,晒
ridge,脊
paralysis,痺
Chant,吟
drag,曳
Rong,蓉
Consultation,諮
boiling,沸
elbow,肘
scold,罵
Tan,坦
Cloudy,曇
Kan,堪
deep,冥
witch,巫
Jasmine,茉
certain,某
sweat,汗
Meal,膳
Wu,伍
kidney,腎
Chi,馳
cloud,云
Cormorant,鵜
Abuse,濫
Japanese cypress,檜
beg,乞
Chu,楚
pestle,杵
madder,茜
salary,俸
kinky,淫
lamp,燈
disaster,厄
Ridge,稜
Algae,藻
Got it,瞭
drink,喝
quite,蛮
Tadashi,禎
Copy,拷
boom,轟
quite,挺
pot,壺
Beach,渚
spy,諜
Editor,輯
Caution,謹
pomelo,柚
lock,錠
blame,怨
Ga,迦
Knight,侠
whale,鯨
life,壽
thirst,渇
hold head high,昂
Dong,董
mustard,芥
Hungry,餓
Xi,熙
cowardly,怯
eyebrow,眉
cavity,腔
gland,腺
Insult,侮
string,紐
Yue,嶽
Sae,冴
Yin,胤
shield,蔽
smooth,暢
crisp,脆
Only,只
cake,餅
fan,煽
rabbit,兎
nail,釘
Circumvent,迂
flash,閃
allow,允
toughness,靭
feed,哺
you,麿
Guest,賓
bucket,桶
stay,呆
Rui,叡
Si,斯
commission,傭
play antics,揶
draw out,揄
correct,糾
irrigation,灌
neck,頸
roofing,葺
intercalary,閏
rhyme,韻
worry,愁
coffin,棺
trace,蹟
Lu,魯
Side,邉
Kui,魁
widowed,寡
覗,覗
Cooking,炊
sit,坐
rudder,舵
Ying,瑛
frost,霜
wait,伺
condolences,弔
Wu,戊
suffer,罹
machine,机
ax,斧
Aya,絢
Cool,爽
drop,滴
chick,雛
Xin,欣
Yu,喩
Dai,醍
heron,鷺
2,弐
drive,駕
醐,醐
fence,柵
bend,拗
Seri,芹
the ninth of the ten Heavenly Stems,壬
Jun,峻
rent,租
Pick,采
Happy,愉
towel,巾
Reality,實
Mi,彌
young,仔
this,此
Alliance,聯
shade,蔭
this,這
Chef,厨
comb,櫛
but,惟
noodles,麺
Repair,繕
concave,凹
Em,峨
cone,錐
admonish,諫
pull,挽
Bin,彬
basket,篭
spread,撒
Pet,寵
vine,蔓
screw,螺
Hangzhou,杭
weir,堰
Pipa,琶
pass,傳
lute,琵
pit,坑
stand,站
Mao,卯
Kui,揆
vinegar,酢
bother,煩
Rong,榮
Scarlet,緋
ugly,醜
palanquin,輿
Yin,尹
sac,嚢
pomegranate,榴
round,圓
benefit,惠
Come,來
Visit,謁
Shishi,宍
Fat,肪
shark,鮫
Thin,痩
Follow,遵
hem,裾
saltpeter,硝
calm,凪
posthumous title,諡
Yamato,倭
salty,咸
rotten,爛
hesitate,躊
Hesitation,躇
rub,揉
Yu,侑
crab,蟹
convex,凸
rules,掟
騨,騨
Huan,桓
soy sauce,醤
timid,臆
cheek,頬
pity,怜
C,丙
Shuo,朔
temple,祠
dark,晦
prayer,祷
flat,扁
geese,雁
Refining,煉
Toma,苫
Kushiro,釧
Moment,矩
Leopard,豹
potato,芋
Lift,升
gradually,漸
site,址
gravel,礫
squeeze,搾
startled,愕
bush,藪
collar,襟
lofty,嵯
pan-,氾
bass,噌
emblem,徽
Grandpa,爺
Creek,溪
pocket,兜
mouse,鼠
comet,彗
wipe,拭
Ke,珂
Jo,穣
and,且
tin,錫
false,訛
Summary,綜
Volume,嵩
tender,夭
rebuke,斥
pity,憐
remote,遙
stop,罷
core,芯
night,宵
orange,橙
Ruins,墟
proud,傲
turn,斡
Buddha,佛
side,舷
surprised,詫
forward,鋒
wash,濯
shave,剃
Osamu,脩
strength,勁
generous,慨
thorn,棘
spider,蛛
pier,桟
reed,葦
spider,蜘
carp,鯉
Dang,宕
edict,詔
rebel,叛
adjoin,毘
clay,埴
group,團
Buddha,彿
silkworm,蚕
meal,餐
tripod,鼎
Do,做
kiss,吻
exchange,彙
Xiang,襄
Crushed,轢
just,甫
stripes,縞
disgust,厭
prostitute,娼
Nagi,薙
Fu,賦
steal,窃
Qilin,麒
Sui Dynasty,隋
Predicate,謂
Ryo,諒
Oak,楢
Majesty,陛
Nine,玖
Card,牌
county,縣
fry,煎
Sacrifice,贄
Czech,捷
canal,渠
blame,咎
pious,虔
Peng,鵬
An,殲
muddy,渾
ridicule,嘲
Cai,蔡
concubine,妾
hammer,槌
Rowing,漕
Scraping,掻
screen,屏
trench,壕
Charm,媚
Correction,矯
bell,鍾
pharynx,咽
famine,饉
do not,勿
death of a prince,薨
hazel,榛
Brahma,梵
accompaniment,囃
kiln,窯
payment,款
Gao,皐
Lu,盧
body,躯
Hiiragi,柊
shrimp,蝦
To,緻
Obituary,訃
Island,嶼
sheath,鞘
Gather,聚
fold,摺
Gang,崗
hot,辣
story,噺
News,訊
puppet,傀
Xin,馨
destroy,毀
Ru,汝
hatch,孵
suddenly,奄
Throw,擲
Hakama,袴
Embed,嵌
ladder,梯
Puppet,儡
list,榜
Wu,渥
Peng,蓬
Zhejiang,浙
phoenix,凰
Apartment,寓
stuffy,悶
Cui,崔
mustached,偲
and,而
burn,焚
and,與
block,堵
plug,栓
climb,爬
Reclamation,墾
Glory,耀
hoof,蹄
ginger,姜
narrow,隘
fear,畏
Tip,梢
eclipse,蝕
rinse,漱
Sparkle,煌
Tao,濤
Cutting,苅
port,埠
漑,漑
sprinkle,洒
firewood,薪
shit,糞
Yao,堯
Shield,楯
kill,戮
Portuguese,葡
Man,曼
Maki,蒔
spell,拼
You,禰
Xun,遜
Vertical,竪
Muku,椋
punish,誅
lees,粕
bowl,丼
Purification,祓
raccoon dog,狸
wall,塀
saw,鋸
feast,饗
逓,逓
prostitute,妓
Smell,嗅
leg,腿
glue,膠
Fan,蕃
mother-in-law,姑
Grass,萱
Burn,灼
Akebono,曙
humble,拙
Maki,槇
accompany,陪
Whisper,囁
Rong,戎
After all,詮
Regent,閤
asthma,喘
bow,揖
Hee,煕
Lying,臥
fertile,沃
apple,檎
wear,穿
Hai,亥
Geng,庚
Yuan,袁
extravagant,奢
vent,洩
Strike,捗
Hoko,鉾
drop,雫
rib,肋
dysentery,痢
Fiery,熾
Resurrection,甦
chestnut,慄
Winding,紆
superfluous,贅
brake,刹
tendon,腱
moss,苔
Hayate,颯
Sono,薗
rust,錆
Should,筈
bark,吠
malt,麹
Atsushi,惇
fall from the sky,隕
Repeat,迭
Crumbs,屑
filial piety,悌
Mandarin orange,柑
dirt,垢
corpse,屍
Hanawa,塙
Hui,暉
Tibetan,藏
cheese,酪
Yong,雍
Mouth,嘴
bookmark,栞
envy,羨
Until,迄
Chaos,沌
large,碩
candy,飴
cup,盃
Shun,舜
Go,梧
Hao,皓
ugly,丑
Shu,蜀
cocoon,繭
Tea,荼
injustice,冤
together,齊
according to,按
Category,疇
Award,頒
Le,勒
spasm,攣
frog,蛙
Toyo,徨
helmet,冑
taste,嘗
Tips,訣
look askance,睨
twenty,廿
escape,遁
rustic,猥
predict,卜
halogen,鹵
bald,禿
Exposure,曝
Ballet,芭
fry,炸
Shan,珊
basket,筐
tease,逗
vehicle,輛
Rolling,軋
cage,檻
Marry,娶
vomit,嘔
lane,巷
Zhan,湛
Zhong,衷
scales,秤
Lou,婁
bribe,賂
mu,畝
greedy,貪
wing,翅
ivy,蔦
spasm,痙
sharpening,砥
John,翰
Qiu,邱
scaffold,櫓
Ko,瑚
paste,膏
mooring,艤
leech,蛭
Jing,荊
dizzy,眩
top,顛
Huai,淮
Raincoat,蓑
straw,藁
Shaanxi,陝
drill,鑽
Ode,頌
Yu,宥
banana,蕉
pinch,捏
Jiang,蔣
ant,蟻
lick,舐
wax,蝋
Cong,聰
Egg,蛋
Bi,弼
cicada,蝉
Peng,彭
some,些
scare,嚇
grapes,萄
hook,鉤
Maki,槙
Ren,荏
rod,竿
Shavings,裟
chopsticks,箸
impeach,劾
Xiao,蕭
leek,韮
vent,泄
moat,濠
embroidery,繍
Elderly,耆
Fu,傅
flame,焔
extravagant,靡
ripple,漣
Xun,巽
decoy,囮
pot,銚
certificate,證
pancreas,膵
Tao,涛
Fort,堡
Lin,琳
Letter,箋
mackerel,鯖
Meditation,瞑
Kou,洸
Acorus,菖
unitary,酉
force,逼
delay,耽
Tweet,呟
Mio,澪
Mu,穆
Kon,崑
gull,鷗
happy,樂
saliva,唾
bush,薮
Soba,蕎
grab,攫
Cypress,桧
precious,寶
discretionary,酌
pestle,碓
fin,鰭
Xinjiang,疆
Wang,汪
pot,壷
redemption,贖
gas,氣
Tsukuda,佃
Virtue,德
present,禮
Rhinoceros,犀
search,蒐
encounter,邂
surge,涌
sleeve,袂
meet unexpectedly,逅
swing,蕩
float,飄
Orange,桔
picture,圖
Tendon,靱
suddenly,忽
reed,蘆
eight,捌
Race,賽
frugality,倹
Deng,鄧
dial,撥
curse,祟
rash,疹
together,偕
cry,哭
good,乖
cassock,袈
Fan,范
cunning,狡
foil,箔
footpath,蹊
tour,游
read,讀
Yan,閻
wilt,萎
sincere,摯
dysprosium,鏑
slander,誹
crow,鴉
saute,炒
Koma,狛
urn,甕
mosquito,蚊
Tu,屠
Ru,茹
clear,晰
bracken,蕨
bow,俯
slander,謗
regret,憾
Son,兒
Pleiades,昴
Woo,嗚
At,于
Kou,寇
Rao,饒
Impurity,穢
cold,凜
pond,塘
embryo,胚
Kui,奎
Yu,虞
bogus,贋
Wei,韋
Shenzhen,圳
stick,棍
Zhe,柘
wear,佩
grind,砺
velvet,絨
Luan,鸞
rejoice,麾
millimeter,毫
Zhang,璋
Feng,馮
plunder,掠
insect,蟲
Harmony,諧
He,赫
Hu,滸
Yin,殷
wild,埜
wind,繚
sea ​​bream,鯛
Masu,桝
cheap,賤
Henan,豫
bag,鞄
tower,臺
You,祢
shochu,酎
嚆,嚆
Pan,潘
outline,廓
near,邇
sigh,咤
coffee,珈
Jun,浚
hoe,鍬
dumpling,餃
nest,窩
curtain,簾
Happiness,倖
Sell,賣
# 3000,# 3000
Overseas Chinese,僑
larkspur,鹸
Postscript,跋
Ouch,唖
throw into confusion,攘
Mai,邁
Yamen,衙
Zuo,祚
sly,猾
Kuni,圀
repent,懺
irresolute,徊
alone,獨
short,矮
kite,鳶
Talk,諌
irresolute,徘
pepper,椒
filter,濾
Amber,琥
story,咄
crocodile,鰐
moxibustion,灸
All,悉
Plastic,塑
Kei,珪
rut,轍
birds,禽
橿,橿
Mang,芒
sigh,嗟
Xu,戌
Tan,潭
paste,糊
robbery,劫
Number,號
Lai,莱
anus,肛
Ju,鞠
strawberry,苺
toe,趾
cabinet,櫃
steamed bread,饅
acupuncture,鍼
shame,羞
Pi,琲
Shen,瀋
inside,裡
Ridge,鎬
swastika,卍
escape,竄
amber,珀
infant,嬰
Hazy,朧
express,抒
usurpation,簒
Chief,酋
sister,姐
candle,燭
garden,圃
Relaxation,弛
Tao,淘
armpits,腋
Joan,瓊
ball,毬
Ko,滉
sparse,疏
dispatch,牒
Pi,辟
shin,脛
skull,髏
Zhu,竺
seagull,鴎
bowl,碗
赳,赳
skull,髑
take,拿
Bad,糟
derogatory,貶
Smoked,燻
Four,肆
Glory,燿
Firefly,螢
foam,沫
stir,攪
antagonistic,拮
anchor,錨
granules,顆
wedge,楔
pregnant,孕
barnyard grass,稗
warbler,鶯
Kun,坤
Shibu,澁
tumor,瘤
hesitation,憚
calyx,萼
total,總
猷,猷
hearth,竈
Dai,黛
Kakei,筧
piece,疋
Dai,岱
as well as,亦
Biao,彪
roll,捲
curl up,蜷
when,當
Duo,鐸
cough,咳
just,恰
catty,斤
tunnel,隧
Shima,嶌
楡,楡
Shower,淋
hammer,錘
Yan,衍
share,份
ha,哈
smallpox,痘
Porridge,粥
Wan,莞
Lu,廬
Lan,瀾
pheasant,雉
Jiao,嬌
Stand still,佇
Jia,賈
trench,塹
ravage,躙
Inquiry,詢
set,套
Ling,伶
Sheng,晟
pain,疼
Asia,亞
Can,燦
phosphorus,燐
show off,逞
Shao,韶
anchor,碇
bang,幇
again and again,沓
Disturbance,擾
Rod,桿
Crucifixion,磔
buttocks,臀
Lun,崙
pulp,漿
neck,頚
close,關
coffin,柩
salmon,鮭
Zelkova,欅
Yi,懿
mushrooms,茸
camphor,樟
banner,旛
blanket,毯
narrow,仄
Stroke,捺
trample,蹂
bud,蕾
bran,糠
Laziness,惰
village,邨
Bay,灣
bract,苞
Mirage,蜃
fleeting,儚
Pan,槃
evil,奸
Yao,瑤
Bing,炳
nirvana,涅
slope,坡
slander,讒
through,經
friendship,誼
Xue,薛
trout,鱒
Wei,蔚
Dome,穹
pus,膿
Shu,舒
official,宦
Sheng,笙
Brand,烙
Cen,岑
obscenity,褻
rock,巖
turnip,蕪
guard,衞
Pei,裴
arrow,箭
Yao,姚
war,戰
Xiao,尭
sting,蟄
Masu,舛
dodder,菟
Dispute,諍
Pistil,蕊
scissors,鋏
Trust,托
silk,帛
especially,尤
rice grains,籾
Ruan,阮
coconut,椰
Cover,掩
Di,迪
Trend,趨
Owl,梟
Tomo,鞆
sore,瘡
Bohai,渤
pod,莢
raft,筏
Sophora japonica,槐
Seal,璽
Saki,嵜
Masu,枡
vagina,膣
pair,雙
hinder,碍
Huan,煥
柾,柾
Bin,斌
eyelids,瞼
Shachi,鯱
Old woman,姥
moth,蛾
bite,咬
赑,贔
slab,屓
drought,旱
blame,訶
Stir,撹
Tsuba,鍔
eggplant,茄
tired,倦
forgiveness,恕
drought demon,魃
restrain,錮
Glance,瞰
Hebei,冀
you,你
withered,凋
Sui,綏
halberd,戟
Voice,聲
Pu,溥
centimeters,厘
heel,踵
wolf,狽
bat,蝠
brass,鍮
Violet,菫
gadfly,虻
Xiao,逍
Ting,汀
ladle,瓢
awaken,憬
roar,吼
Finch,蝙
crossbow,弩
gram,剋
Yoga,瑜
concern,眷
Oh,呵
bowl,椀
eat,吃
and,并
dust,埃
Yi,怡
deaf,聾
conceal,瞞
arrowhead,鏃
How,咋
painted,繪
Baku,獏
get rid of,渫
Iso,礒
broom,箒
Blister,疱
ship,艘
Fu,孚
roar,咆
Bite,咥
wanton,恣
fierce,兇
millet,禾
Gui,癸
Ying,盈
already,已
scoop,掬
peck,啄
Bite,齧
banknotes,鈔
涜,涜
wide,闊
Lin,霖
octopus,蛸
auxiliary,掾
Si,姶
Yu,禹
Varied,什
Silk,絲
Kang,亢
usurpation,僭
body,體
Russian,俄
Hao,昊
Appetizers,肴
Will,將
shade,翳
cooking,烹
Po,埔
bruise,痍
barge,駁
secluded,僻
beard,鬚
fir,樅
kite,凧
strings,絃
inkstone,硯
Compassion,憫
Convergence,斂
Sugi,椙
Jade,翡
power,冪
Lai,萊
Appeal,檄
morning,晨
handsome,佼
Lun,綸
粂,粂
gill,鰓
seepage,滲
eel,鰻
Han,涵
Qi,祁
paddle,櫂
Yi,奕
absurd,謬
Zheng,箏
rush,冲
Kai,楷
old man,叟
uncle,舅
Bing,秉
oyster,蠣
wig,鬘
roll,卷
heather,杢
Kan,侃
coal,煤
Jubilee,禧
asthma,哮
shackles,枷
cold,凉
Milling,銑
loquat,杷
swing,盪
畷,畷
white horse,驃
towering,聳
bladder,膀
grief,慟
flag,幟
Cricket,蛯
Hungary,匈
waterfall,瀑
Wei,渭
hair,發
Boat,舩
Several,几
love,戀
Polygonum,蓼
tincture,酊
Min,閔
bladder,胱
Hu,扈
flaw,瑕
Ming,茗
thorn,剌
basket,箪
Tang,棠
Hyun,鉉
plum,楳
read,唸
roast,炙
onion,葱
climb,攀
Department,處
indistinct,恍
scorpion,蠍
discipline,躾
topknot,髷
Geng,耿
box,匣
dipper,杓
Ryou,魎
Long,隴
sediment,滓
Concubine,嬪
be surprised,訝
駈,駈
epilepsy,癇
crawl,匐
drunkenness,酩
Su,夙
garrison,戍
flaw,疵
Ma,瑪
luster of gems,瑳
delivery,娩
complete,畢
narrow,窄
elder brother,哥
irritation,癪
hoe,鋤
Only,祗
baggage,輜
recite,誦
Rui,睿
seal,篆
Jue,厥
Motivation,謨
Tsumugi,紬
mix,拌
Hu,笏
Di,狄
tear,泪
Pride,矜
Wan,婉
reed,葭
彅,彅
Ferocious,獰
Xi,熹
fart,屁
Zi,孜
miscellaneous,雜
Roast,焙
hexagram,卦
irregular,齟
irregular teeth,齬
spoke,輻
boudoir,閨
filling,餡
Si,泗
Takamura,篁
碕,碕
Yan,兗
fish trap,簗
Australia,澳
narrow,筰
Wait,俟
proverb,諺
Lang,琅
Lei,磊
Do,儘
lizard,蜥
Yu,兪
Gouge,抉
spoon,匙
Mounting,拵
Flower,卉
Buddhist monk,闍
elf,魍
Tsurugi,瀞
Berberis,檗
鵄,鵄
shop,鋪
Ne,訥
frame,幀
alcohol,醇
bow,躬
chevaux,驤
crawl,匍
lily,蜴
curtain,帷
Soo,洙
parrot,鵡
Myanmar,緬
Ye,燁
Death,歿
Tanen,稙
Handan,邯
Fujian,閩
sediment,澱
Zuo,俎
pupa,蛹
wormwood,萠
sliding doors,襖
glaze,釉
Ying,穎
Cut,剪
Huo,霍
village,寨
Lu,璐
right,權
Food,饌
Sheet Metal,鈑
Cang,滄
So,廼
loquat,枇
right,對
Jian,剱
district,區
shallow,淺
slash,刎
Shao,邵
Qi,琦
mushroom,菰
Width,寬
Kinuta,砧
preserves,餞
grind,礪
building,樓
rivets,鋲
building plot,墺
spleen,脾
Mouth,咀
cage,篝
itch,痒
rustic,鄙
Huh,乎
Chen,宸
arrogant,驕
濵,濵
date,棗
Xiamen,廈
cypress,栢
Yan,晏
Yao,瑶
swelling,脹
Yin,慇
Polite,懃
Eph,弗
Wish,愾
scratch,撓
E,娥
Liao,廖
View,觀
mandible,髣
Reminiscence,髴
Ai,艾
Swan,鵠
school,黌
lamp,盞
slave girl,婢
basket,籃
Pi,丕
fierce,悍
Humerus,肱
Qi,祺
Consult,磋
Twist,捩
Xun,荀
shake,撼
Jun,鈞
Jiang,蒋
Remain,餘
Luan,欒
kneel,跪
fly,蝿
shoot,斃
threshold,閾
bonito,鰹
Maple,椛
Show,顯
black,黑
Rang,郞
feast,筵
Filter,漉
plot,畦
trace,迹
diarrhea,瀉
Fen,汾
one,壹
mole,痣
mattress,褥
thistle,薊
taste,啖
Heng,恆
garlic,蒜
Mile,浬
dawn,曉
Caution,愼
Chang,昶
Flood,淹
testicles,睾
crucian carp,鮒
Ke,柯
debate,辯
Qiang,羌
sash,襷
thick,稠
Ying,瑩
Toga,栂
Ke,恪
Lai,徠
Specialize,專
coil,蟠
none,无
soul,魄
dragon,蜻
Yi,沂
millet,稷
phlegm,痰
painting,畫
Transcription,謄
Ji,濟
Hereby,茲
soup,羹
Xun,洵
vast,茫
trunk,篋
Guess,猜
Yi,翊
Sarcasm,諷
turn,匝
Rattan,籐
faint,暈
ember,燼
Shanghai,滬
duck,鴫
intimidation,恫
rod,棹
Sleep,覺
Umbilical cord,臍
Knight,俠
butterbur,蕗
collar,衿
for,爲
yellow,黃
Xie,燮
We,們
chew,嚼
wrinkle,皺
Chao,晁
Memorial,奠
stumble,躓
Zheng,錚
touch,摸
arm,臂
parrot,鸚
curse,詛
籔,籔
pharynx,嚥
stout,奘
bustard,鴇
eagle,頴
go,徂
Bring,齎
Hum,吽
Gatha,偈
Raku,埒
mine,礦
reflect,暎
Cotinus,櫨
Wash,浣
hammer,鎚
Shi,軾
Body,躰
sardine,鰯
sinus,竇
deceive,朦
gangrene,疽
lemon,檸
quite,頗
curse,詈
mandarin duck,鴛
quiet,謐
sweet,甜
Yun,蘊
Kuang,曠
actually,竟
Continued,續
Tong,潼
Xiao,驍
Ling,苓
close,咫
Koji,糀
Tsumugi,嬬
borrow,藉
Dan,鄲
Distinguish,辨
beside,旁
lemon,檬
hemorrhoids,痔
through,亙
quiet,靜
medicine,葯
Qi,琪
Chuo,綽
sign,籤
Finn,芬
Woodworking,杣
An,菴
iron,铁
Fake,假
Ying,潁
battle,仗
Iron,鐡
Mu,沐
bowl,盂
Ka,喀
Xiamen,厦
evil,惡
release,釋
prisoners,俘
Fan,樊
hesitation,逡
Philippi,腓
Collide,撞
Ji,笈
bandit,匪
capsule,蒴
purification ritual,禊
Abandon,舍
Yu,昱
caldron,甑
偃,偃
hibiscus,槿
chisel,鑿
number,數
folder,夾
Strength,彊
Howl,嘯
cicada,蛉
knock,敲
Lin,藺
exchange,匯
profound,奧
hatchet,鉈
trunk,笥
net,网
Test,攷
Yam,薯
Zhao,曺
confusion,淆
brake,閘
Xian,峴
ice,冰
Na,娜
corpse,尸
Min,珉
mink,貂
gut,腑
sword,劔
Royal,禦
Change,變
quail,鶉
Chips,籌
rob,剽
laugh,嗤
gun,炮
oak,櫟
Peng,澎
Philippines,菲
loose,鬆
La,喇
De,悳
Meow,咩
stirrup,鐙
Pang,龐
catfish,鯰
Zou,鄒
gong,鉦
箚,箚
Spear,戈
Anhui,皖
quilt,衾
Guangdong,粤
Deep,憺
monkey,猴
moreover,矧
stupid,蠢
woodcutter,樵
stream,澗
Lai,籟
嬲,嬲
Jing,涇
Qi,杞
dig,掏
Qi,騏
cut,截
hail,雹
Creek,谿
extravagant,侈
穐,穐
Lean,倚
loincloth,褌
toad,蟇
Police,邏
Gong,龔
cod,鱈
mane,鬣
invite,邀
food,飫
Ye,鄴
Promotion,陞
False,賎
Min,旻
Jay,杰
irritation,疸
弉,弉
spirit,靈
Jiong,炯
Que,闕
Xing,邢
worms,蠕
sigh,歎
embarrassed,窘
impatient,躁
battle cry,鬨
false accusations,誣
boast,侘
abalone,鮑
Nue,鵺
Mast,檣
Jin,瑾
Fang,舫
Jing,菁
glass,玻
Zhen,甄
Deduction,繹
Inlay,鈿
camel,駝
Ran,冉
Nie,聶
constricted,戔
鑓,鑓
Roku,碌
title,銜
take hold,搦
Lu,閭
screen,篩
Town,鎭
millet,黍
hail,霰
shoe,鞋
mandarin duck,鴦
I,朕
Hanging,縊
pleats,襞
sushi,鮨
Xiao,瀟
cry,啼
Capricorn,羯
Announcement,譴
Clam,蛤
Luo,駱
dam,壩
rich,豐
Duo,朶
Zhan,詹
want,慾
Zhang,漳
Yang,煬
satin,緞
momme,匁
Mile,哩
fly,蠅
Chutney,樗
Pistil,蘂
oar,楫
plating,鍍
precious,寳
dry,涸
Full,滿
pretentious,衒
East,东
hook,鈎
Xi,奚
persimmon,杮
fade,褪
Ao,敖
Hao,晧
Yi,彝
Dian,甸
Pei,沛
Zhe,喆
Gan,贛
gong,鑼
geese,鴈
骎,駸
Zang,臧
Reckless,莽
sad,悴
all,俱
earnest,諄
Honor,勳
strict,嚴
Proverbs,箴
wax,臘
Card,卡
melt,熔
oyster,蛎
So,瑣
Dang,嶝
stroke,劃
Sua,娑
Translation,譯
Yu,毓
snail,蝸
raft,槎
rice cake,糎
fence,籬
pity,愍
chat,聊
Yu,彧
Wu,兀
Wu,吳
Trevally,鰺
Radius,橈
baby,娃
Tie,繫
malaria,瘴
donate,捐
palpitate,悸
Ben,賁
Dragon,蛟
Fishing,撈
strife,訌
ascend,陟
murder,弑
Wen,汶
List,臚
Write,寫
Twist,撚
Ju,莒
ambush,躅
clap,霹
camp,營
Fu,馥
stagnation,潴
Chu,褚
niche,龕
haggard,憔
Sigh,懋
glance,瞥
code,碼
awake,惺
change,轉
Xi,羲
Can,罐
Pound,搗
horse feed,秣
drool,涎
Sincerely,恂
Qing,淸
Qin,沁
stork,鵞
shed,艀
chu,芻
magnificent,华
Lost,佚
pleats,褶
haze,靄
Dazzle,炫
Charm,粲
Ensemble,翫
qian,僉
Humulus,葎
Ying,瀛
Zhai,翟
Chongqing,渝
Yi,頤
Tyrant,霸
walk,躑
medical,醫
Xu,栩
Ying,郢
oar,枻
still,仍
centimeters,釐
Photo,攝
maggot,蛆
apple,蘋
Jun,濬
analogy,譬
reputation,譽
at will,侭
Hao,郝
harpoon,銛
Sha,莎
beacon,烽
Iri,杁
hem,褄
Banyan,榕
Ting,婷
Ping,萍
flint,燧
# 4000,# 4000
hermit,僊
Ye,曄
Yu,庾
Di,棣
old,舊
Cong,琮
Grass,艸
Europe,歐
Wire,线
ax,鉞
You,攸
Ting,霆
Building,幢
崋,崋
Zan,瓚
sea,溟
loop,袢
Xin,忻
Yo,窈
insanity,蠱
bamboo shoots,筍
warts,螂
oak,椚
torch,炬
adjacent,鄰
compartment,廂
meet,晤
Paper mulberry,楮
guess,忖
nightingale,鴬
Siam,暹
religion,敎
nausea,臈
Wan,琬
Salt,鹽
Mi,弌
exhausted,憊
Guizhou,黔
Kui,馗
Thunderbolt,靂
Ramie,苧
Recovery,恢
Tuck,掖
Jun,儁
group,团
Look forward,瞻
sly,詭
coir rainwater,簑
Frame,楨
decadent,頽
Fire,熈
ape,猩
Horse mackerel,鯵
Tao,韜
醗,醗
mom,媽
orange,枳
Kui,逵
point,點
sip,啜
pull,輓
otter,獺
Fu,苻
slag,渣
Cheo,沮
outer coffin,槨
rip,刳
strong,壯
rely,賴
Grace,愃
adjoin,毗
put,擱
bridle,轡
open,敞
box,盒
club,梃
Resignation,辭
chicken,雞
Towards,嚮
Juan,娟
Yong,邕
bad,坏
Follow,隨
knit the brows,顰
broom,帚
Hubei,鄂
son,倅
mouth,觜
turtle,鼈
Ni,倪
gun,鎗
栁,栁
ye,矣
cunning,獪
T-shirt,恤
hack,劈
gaze intently,眈
Oriole,鵯
Hu,斛
薀,薀
bamboo screen,簀
stern,舳
Lang,瑯
Ba,叭
Genus,屬
wheat bran,麩
yoke,軛
Rice cake,粍
strangle,扼
Long,瓏
Industry,业
Tong,彤
Gu,辜
child,孩
net,淨
Severe,厲
Xu,胥
Tadasu,糺
Ling,崚
prayer,禱
Request,稟
sword,劍
record,錄
abnormal,畸
Po Lake,鄱
converge,輳
Kai,愷
profound,邈
Arrow,錣
cigarette,烟
cicada,蟷
shit,屎
rest,歇
say,稱
Jun,雋
Consultation,咨
Yam,藷
long,长
Return,歸
slaughter,緘
Chen,琛
groan,呻
Ironing,熨
Rui,芮
rise,漲
sad,愴
although,雖
party,黨
happy,乐
money,錢
technique,朮
Han,瀚
award,獎
Ying,滎
drunk,醉
explain,說
Qing,潅
Yi,禕
Pi,闢
Hong,泓
partner,夥
lame,跛
Around,繞
hold,挾
shut,閼
颪,颪
Leak,瀝
Gao,皋
swindle,躱
shackles,鐐
Heal,愈
salary,餉
military,军
彡,彡
Zhuo,涿
Mianyang,沔
What,麼
Di,氐
Li,驪
hanging down,縋
a little,稍
locust,蝗
Lu,溌
stove,竃
Ringworm,癬
frown,蹙
Race,赛
Viper,蝮
feast,觴
two,兩
Qi,淇
Gong,鞏
tender,嫩
Embroidery,繡
Xin,歆
take,乘
wax,蠟
let,讓
one,單
jacket,襦
stand,矗
cobalt,鈷
Clams,蜆
Qia,洽
Hao,暠
thoroughfare,衢
magpie,鵲
hairpin,簪
musk deer,麝
絅,絅
instruct,誨
Jun,筠
meet,覯
Lu,瀘
catalpa,楸
mountain elf,魑
莚,莚
idle,閒
榑,榑
Hei,熕
顗,顗
Qian,倩
Shantou,汕
Pu,濮
vegetable,蔬
Inside,內
Wire,綫
fear,懼
Dan,澹
Gao,杲
brown bear,羆
herring,鰊
coarse,麁
Ginseng,參
Loach,鰍
峅,峅
huge,鉅
Extract,萃
from,從
Fight,爭
hall,廳
Ke,軻
Jing,璟
Exchange,兌
Wei,瑋
Tao,滔
Retrospect,溯
check,查
willing,愿
effect,效
salty,鹹
